main(50, .9, .4)
93: Viorest: 0.00017623, aptitud: 1000.00000000000000000000, vector: 0.38037393290377575000 0.27798883390105172000 0.42199940377095002000 0.4221756355383956000042.20741913532782500000 , tt: 103.5222
94: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 104.4412
95: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 105.4751
96: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 106.5685
97: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 107.4675
98: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 108.667
99: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 110.3989
100: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 111.3686
101: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 112.4526
102: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 113.4672
103: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 114.3708
104: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 115.4696
105: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 116.571
106: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 117.9528
107: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 119.0547
108: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 119.9789
109: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 120.9713
110: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 122.0296
111: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 123.0314
112: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 124.1755
113: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 125.6353
114: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 127.0351
115: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 128.3254
116: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 129.7895
117: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 130.9105
118: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 131.9019
119: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 132.9966
120: Viorest: 0, aptitud: 0.62530634069961732000, vector: 0.44159613343073273000 0.11618638908377060000 0.45988442452006639000 0.35022904775703212000-0.33072660285495914000 , tt: 133.9999
