main(40, .6, .5)
119: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 85.4585
120: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 86.2927
121: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 87.5688
122: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 88.4301
123: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 89.4756
124: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 90.2434
125: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 91.2209
126: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 92.3917
127: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 93.1718
128: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 94.3217
129: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 95.518
130: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 96.6814
131: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 97.653
132: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 98.9186
133: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 99.8029
134: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 100.6594
135: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 101.6631
136: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 102.5782
137: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 103.6634
138: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 104.5693
139: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 105.6277
140: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 106.9137
141: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 107.9953
142: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 108.8577
143: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 109.7275
144: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 110.6788
145: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 111.9679
146: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 113.3296
147: Viorest: 3.715e-06, aptitud: 0.00000000000000000000, vector: 0.40367652907241353000  0.16654748293030638000  0.40367281411835454000  0.23360462053059106000-20.27364524280503500000 , tt: 114.1586
